HpoCode	ICD	ICDdescription	HpoDescription	PheCode	PheCodeDescription	version	cluster	subset
HP:0000750	315.35	Childhood onset fluency disorder	Delayed speech and language development	315.2	Speech and language disorder	9	4	Pediatric
HP:0000750	315.09	Other specific developmental reading disorder	Delayed speech and language development	315.2	Speech and language disorder	9	4	Pediatric
HP:0000750	F80.89	Other developmental disorders of speech and language	Delayed speech and language development	315.2	Speech and language disorder	10	4	Pediatric
HP:0000750	F80	Specific developmental disorders of speech and language	Delayed speech and language development	315.2	Speech and language disorder	10	4	Pediatric
HP:0000750	315.32	Mixed receptive-expressive language disorder	Delayed speech and language development	315.2	Speech and language disorder	9	4	Pediatric
HP:0000750	F80.9	Language disorder NOS	Delayed speech and language development	315.2	Speech and language disorder	10	4	Pediatric
HP:0000750	315.02	Developmental dyslexia	Delayed speech and language development	315.2	Speech and language disorder	9	4	Pediatric
HP:0000750	H93.25	Word deafness	Delayed speech and language development	315.2	Speech and language disorder	10	4	Pediatric
HP:0000767	Q67.6	Pectus excavatum	Pectus excavatum	756.21	Pectus excavatum	10	3	Adults
HP:0000767	754.81	Pectus excavatum	Pectus excavatum	756.21	Pectus excavatum	9	3	Adults
HP:0000822	I97.3	Postprocedural hypertension	Hypertension	401	Hypertension	10	5	Adults
HP:0000822	I97.3	Postprocedural hypertension	Hypertension	401	Hypertension	10	1	Adults
HP:0000822	997.91	Hypertension	Hypertension	401	Hypertension	9	5	Adults
HP:0000822	997.91	Hypertension	Hypertension	401	Hypertension	9	1	Adults
HP:0001249	F78	Other intellectual disabilities	Intellectual disability	315.3	Mental retardation	10	2	Pediatric
HP:0001249	F73	Profound mental subnormality	Intellectual disability	315.3	Mental retardation	10	2	Pediatric
HP:0001249	317	Mild intellectual disabilities	Intellectual disability	315.3	Mental retardation	9	2	Pediatric
HP:0001249	319	Unspecified mental retardation	Intellectual disability	315.3	Mental retardation	9	2	Pediatric
HP:0001249	F71	Moderate mental subnormality	Intellectual disability	315.3	Mental retardation	10	2	Pediatric
HP:0001249	F72	Severe mental subnormality	Intellectual disability	315.3	Mental retardation	10	2	Pediatric
HP:0001249	F79	Unspecified intellectual disabilities	Intellectual disability	315.3	Mental retardation	10	2	Pediatric
HP:0001249	318	Other specified mental retardation	Intellectual disability	315.3	Mental retardation	9	2	Pediatric
HP:0001249	318.2	Profound mental retardation	Intellectual disability	315.3	Mental retardation	9	2	Pediatric
HP:0001249	318.1	Severe mental retardation	Intellectual disability	315.3	Mental retardation	9	2	Pediatric
HP:0001249	F70	Mild mental subnormality	Intellectual disability	315.3	Mental retardation	10	2	Pediatric
HP:0001249	318.0	Moderate mental retardation	Intellectual disability	315.3	Mental retardation	9	2	Pediatric
HP:0001250	R56.1	Post traumatic seizures	Seizures	345.3	Convulsions	10	2	Pediatric
HP:0001250	780.31	Febrile convulsions	Seizures	345.3	Convulsions	9	2	Pediatric
HP:0001250	R56.01	Complicated febrile seizure	Seizures	345.3	Convulsions	10	2	Pediatric
HP:0001250	780.3	Convulsions	Seizures	345.3	Convulsions	9	2	Pediatric
HP:0001250	780.39	Other convulsions	Seizures	345.3	Convulsions	9	2	Pediatric
HP:0001250	780.33	Post traumatic seizures	Seizures	345.3	Convulsions	9	2	Pediatric
HP:0001250	R56.00	Simple febrile convulsions	Seizures	345.3	Convulsions	10	2	Pediatric
HP:0001250	G40.4	Symptomatic early myoclonic encephalopathy	Seizures	345.3	Convulsions	10	2	Pediatric
HP:0001250	R56.9	Unspecified convulsions	Seizures	345.3	Convulsions	10	2	Pediatric
HP:0001250	R56.0	Febrile convulsions	Seizures	345.3	Convulsions	10	2	Pediatric
HP:0001250	R56	Convulsions, not elsewhere classified	Seizures	345.3	Convulsions	10	2	Pediatric
HP:0001250	780.32	Complex febrile convulsions	Seizures	345.3	Convulsions	9	2	Pediatric
HP:0001251	G11.0	Congenital nonprogressive ataxia	Ataxia	334.1	Spinocerebellar disease	10	4	Adults
HP:0001251	G11.0	Congenital nonprogressive ataxia	Ataxia	334.1	Spinocerebellar disease	10	4	Pediatric
HP:0001251	G11.9	Hereditary cerebellar syndrome	Ataxia	334.1	Spinocerebellar disease	10	4	Adults
HP:0001251	G11.9	Hereditary cerebellar syndrome	Ataxia	334.1	Spinocerebellar disease	10	4	Pediatric
HP:0001251	G11.8	Other hereditary ataxias	Ataxia	334.1	Spinocerebellar disease	10	4	Adults
HP:0001251	G11.8	Other hereditary ataxias	Ataxia	334.1	Spinocerebellar disease	10	4	Pediatric
HP:0001251	G11	Hereditary ataxia	Ataxia	334.1	Spinocerebellar disease	10	4	Adults
HP:0001251	G11	Hereditary ataxia	Ataxia	334.1	Spinocerebellar disease	10	4	Pediatric
HP:0001251	334	Spinocerebellar disease	Ataxia	334.1	Spinocerebellar disease	9	4	Adults
HP:0001251	334	Spinocerebellar disease	Ataxia	334.1	Spinocerebellar disease	9	4	Pediatric
HP:0001251	334.0	Friedreich's ataxia	Ataxia	334.1	Spinocerebellar disease	9	4	Adults
HP:0001251	334.0	Friedreich's ataxia	Ataxia	334.1	Spinocerebellar disease	9	4	Pediatric
HP:0001251	334.1	Hereditary spastic paraplegia	Ataxia	334.1	Spinocerebellar disease	9	4	Adults
HP:0001251	334.1	Hereditary spastic paraplegia	Ataxia	334.1	Spinocerebellar disease	9	4	Pediatric
HP:0001251	G11.3	Cerebellar ataxia with defective DNA repair	Ataxia	334.1	Spinocerebellar disease	10	4	Adults
HP:0001251	G11.3	Cerebellar ataxia with defective DNA repair	Ataxia	334.1	Spinocerebellar disease	10	4	Pediatric
HP:0001251	334.4	Cerebellar ataxia in diseases classified elsewhere	Ataxia	334.1	Spinocerebellar disease	9	4	Adults
HP:0001251	334.4	Cerebellar ataxia in diseases classified elsewhere	Ataxia	334.1	Spinocerebellar disease	9	4	Pediatric
HP:0001251	G11.4	Hereditary spastic paraplegia	Ataxia	334.1	Spinocerebellar disease	10	4	Adults
HP:0001251	G11.4	Hereditary spastic paraplegia	Ataxia	334.1	Spinocerebellar disease	10	4	Pediatric
HP:0001251	G11.2	Late-onset cerebellar ataxia	Ataxia	334.1	Spinocerebellar disease	10	4	Adults
HP:0001251	G11.2	Late-onset cerebellar ataxia	Ataxia	334.1	Spinocerebellar disease	10	4	Pediatric
HP:0001251	G32.81	Cerebellar ataxia in diseases classified elsewhere	Ataxia	334.1	Spinocerebellar disease	10	4	Adults
HP:0001251	G32.81	Cerebellar ataxia in diseases classified elsewhere	Ataxia	334.1	Spinocerebellar disease	10	4	Pediatric
HP:0001251	334.9	Spinocerebellar disease, unspecified	Ataxia	334.1	Spinocerebellar disease	9	4	Adults
HP:0001251	334.9	Spinocerebellar disease, unspecified	Ataxia	334.1	Spinocerebellar disease	9	4	Pediatric
HP:0001251	334.2	Primary cerebellar degeneration	Ataxia	334.1	Spinocerebellar disease	9	4	Adults
HP:0001251	334.2	Primary cerebellar degeneration	Ataxia	334.1	Spinocerebellar disease	9	4	Pediatric
HP:0001251	334.3	Other cerebellar ataxia	Ataxia	334.1	Spinocerebellar disease	9	4	Adults
HP:0001251	334.3	Other cerebellar ataxia	Ataxia	334.1	Spinocerebellar disease	9	4	Pediatric
HP:0001251	G11.1	X-linked recessive spinocerebellar ataxia	Ataxia	334.1	Spinocerebellar disease	10	4	Adults
HP:0001251	G11.1	X-linked recessive spinocerebellar ataxia	Ataxia	334.1	Spinocerebellar disease	10	4	Pediatric
HP:0001251	334.8	Other spinocerebellar diseases	Ataxia	334.1	Spinocerebellar disease	9	4	Adults
HP:0001251	334.8	Other spinocerebellar diseases	Ataxia	334.1	Spinocerebellar disease	9	4	Pediatric
HP:0001252	R27.0	Ataxia, unspecified	Muscular hypotonia	350.3	Lack of coordination	10	2	Pediatric
HP:0001252	R27.9	Unspecified lack of coordination	Muscular hypotonia	350.3	Lack of coordination	10	2	Pediatric
HP:0001252	R27	Other lack of coordination	Muscular hypotonia	350.3	Lack of coordination	10	2	Pediatric
HP:0001252	781.3	Lack of coordination	Muscular hypotonia	350.3	Lack of coordination	9	2	Pediatric
HP:0001252	R27.8	Other lack of coordination	Muscular hypotonia	350.3	Lack of coordination	10	2	Pediatric
HP:0001252	G24	dyskinesia	Muscular hypotonia	350.3	Lack of coordination	10	2	Pediatric
HP:0001257	R25.0	Abnormal head movements	Spasticity	350.1	Abnormal involuntary movements	10	4	Adults
HP:0001257	R25.9	Unspecified abnormal involuntary movements	Spasticity	350.1	Abnormal involuntary movements	10	4	Adults
HP:0001257	R25	Abnormal involuntary movements	Spasticity	350.1	Abnormal involuntary movements	10	4	Adults
HP:0001257	781.0	Abnormal involuntary movements	Spasticity	350.1	Abnormal involuntary movements	9	4	Adults
HP:0001257	R29.0	Tetany	Spasticity	350.1	Abnormal involuntary movements	10	4	Adults
HP:0001257	781.7	Tetany	Spasticity	350.1	Abnormal involuntary movements	9	4	Adults
HP:0001257	R25.1	Tremor, unspecified	Spasticity	350.1	Abnormal involuntary movements	10	4	Adults
HP:0001257	R25.2	Cramp and spasm	Spasticity	350.1	Abnormal involuntary movements	10	4	Adults
HP:0001257	R25.3	Twitching NOS	Spasticity	350.1	Abnormal involuntary movements	10	4	Adults
HP:0001257	R25.8	Other abnormal involuntary movements	Spasticity	350.1	Abnormal involuntary movements	10	4	Adults
HP:0001260	784.5	Other speech disturbance	Dysarthria	292.1	Aphasia/speech disturbance	9	4	Adults
HP:0001260	784.5	Other speech disturbance	Dysarthria	292.1	Aphasia/speech disturbance	9	4	Pediatric
HP:0001260	784.51	Dysarthria (ADDED)	Dysarthria	292.1	Aphasia/speech disturbance	9	4	Adults
HP:0001260	784.51	Dysarthria (ADDED)	Dysarthria	292.1	Aphasia/speech disturbance	9	4	Pediatric
HP:0001260	784.59	Other speech disturbance (ADDED)	Dysarthria	292.1	Aphasia/speech disturbance	9	4	Adults
HP:0001260	784.59	Other speech disturbance (ADDED)	Dysarthria	292.1	Aphasia/speech disturbance	9	4	Pediatric
HP:0001260	R47.89	Other speech disturbances	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Adults
HP:0001260	R47.89	Other speech disturbances	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Pediatric
HP:0001260	R47.9	Unspecified speech disturbances	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Adults
HP:0001260	R47.9	Unspecified speech disturbances	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Pediatric
HP:0001260	R47.82	Stuttering in conditions classified elsewhere	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Adults
HP:0001260	R47.82	Stuttering in conditions classified elsewhere	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Pediatric
HP:0001260	R41.841	Cognitive communication deficit	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Adults
HP:0001260	R41.841	Cognitive communication deficit	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Pediatric
HP:0001260	R47.02	Dysphasia	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Adults
HP:0001260	R47.02	Dysphasia	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Pediatric
HP:0001260	R47.1	Dysarthria and anarthria	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Adults
HP:0001260	R47.1	Dysarthria and anarthria	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Pediatric
HP:0001260	784.52	Fluency disorder in conditions classified elsewhere	Dysarthria	292.1	Aphasia/speech disturbance	9	4	Adults
HP:0001260	784.52	Fluency disorder in conditions classified elsewhere	Dysarthria	292.1	Aphasia/speech disturbance	9	4	Pediatric
HP:0001260	R47.8	Other speech disturbances	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Adults
HP:0001260	R47.8	Other speech disturbances	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Pediatric
HP:0001260	R47.81	Slurred speech	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Adults
HP:0001260	R47.81	Slurred speech	Dysarthria	292.1	Aphasia/speech disturbance	10	4	Pediatric
HP:0001260	799.52	Cognitive communication deficit	Dysarthria	292.1	Aphasia/speech disturbance	9	4	Adults
HP:0001260	799.52	Cognitive communication deficit	Dysarthria	292.1	Aphasia/speech disturbance	9	4	Pediatric
HP:0001263	315.9	Unspecified delay in development	Global developmental delay	315	Develomental delays and disorders	9	1	Pediatric
HP:0001263	315.9	Unspecified delay in development	Global developmental delay	315	Develomental delays and disorders	9	2	Pediatric
HP:0001263	307.9	Other and unspecified special symptoms or syndromes, not elsewhere classified	Global developmental delay	315	Develomental delays and disorders	9	1	Pediatric
HP:0001263	307.9	Other and unspecified special symptoms or syndromes, not elsewhere classified	Global developmental delay	315	Develomental delays and disorders	9	2	Pediatric
HP:0001263	R45.82	Worries	Global developmental delay	315	Develomental delays and disorders	10	1	Pediatric
HP:0001263	R45.82	Worries	Global developmental delay	315	Develomental delays and disorders	10	2	Pediatric
HP:0001263	R45.1	Restlessness and agitation	Global developmental delay	315	Develomental delays and disorders	10	1	Pediatric
HP:0001263	R45.1	Restlessness and agitation	Global developmental delay	315	Develomental delays and disorders	10	2	Pediatric
HP:0001263	315.5	Mixed development disorder	Global developmental delay	315	Develomental delays and disorders	9	1	Pediatric
HP:0001263	315.5	Mixed development disorder	Global developmental delay	315	Develomental delays and disorders	9	2	Pediatric
HP:0001263	R45.81	Low self-esteem	Global developmental delay	315	Develomental delays and disorders	10	1	Pediatric
HP:0001263	R45.81	Low self-esteem	Global developmental delay	315	Develomental delays and disorders	10	2	Pediatric
HP:0001263	315	Specific delays in development	Global developmental delay	315	Develomental delays and disorders	9	1	Pediatric
HP:0001263	315	Specific delays in development	Global developmental delay	315	Develomental delays and disorders	9	2	Pediatric
HP:0001263	V40	Mental and behavioral problems	Global developmental delay	315	Develomental delays and disorders	9	1	Pediatric
HP:0001263	V40	Mental and behavioral problems	Global developmental delay	315	Develomental delays and disorders	9	2	Pediatric
HP:0001263	315.4	Developmental coordination disorder	Global developmental delay	315	Develomental delays and disorders	9	1	Pediatric
HP:0001263	315.4	Developmental coordination disorder	Global developmental delay	315	Develomental delays and disorders	9	2	Pediatric
HP:0001263	F63.3	Trichotillomania	Global developmental delay	315	Develomental delays and disorders	10	1	Pediatric
HP:0001263	F63.3	Trichotillomania	Global developmental delay	315	Develomental delays and disorders	10	2	Pediatric
HP:0001263	F88	Other specified neurodevelopmental disorder	Global developmental delay	315	Develomental delays and disorders	10	1	Pediatric
HP:0001263	F88	Other specified neurodevelopmental disorder	Global developmental delay	315	Develomental delays and disorders	10	2	Pediatric
HP:0001263	F82	Specific developmental disorder of motor function	Global developmental delay	315	Develomental delays and disorders	10	1	Pediatric
HP:0001263	F82	Specific developmental disorder of motor function	Global developmental delay	315	Develomental delays and disorders	10	2	Pediatric
HP:0001263	315.8	Other specified delays in development	Global developmental delay	315	Develomental delays and disorders	9	1	Pediatric
HP:0001263	315.8	Other specified delays in development	Global developmental delay	315	Develomental delays and disorders	9	2	Pediatric
HP:0001263	F89	Unspecified disorder of psychological development	Global developmental delay	315	Develomental delays and disorders	10	1	Pediatric
HP:0001263	F89	Unspecified disorder of psychological development	Global developmental delay	315	Develomental delays and disorders	10	2	Pediatric
HP:0001272	G11.2	Late-onset cerebellar ataxia	Cerebellar atrophy	334.1	Spinocerebellar disease	10	4	Adults
HP:0001272	G11	Hereditary ataxia	Cerebellar atrophy	334.1	Spinocerebellar disease	10	4	Adults
HP:0001272	334.3	Other cerebellar ataxia	Cerebellar atrophy	334.1	Spinocerebellar disease	9	4	Adults
HP:0001272	G11.3	Cerebellar ataxia with defective DNA repair	Cerebellar atrophy	334.1	Spinocerebellar disease	10	4	Adults
HP:0001272	334.4	Cerebellar ataxia in diseases classified elsewhere	Cerebellar atrophy	334.1	Spinocerebellar disease	9	4	Adults
HP:0001272	G11.9	Hereditary cerebellar syndrome	Cerebellar atrophy	334.1	Spinocerebellar disease	10	4	Adults
HP:0001272	G11.0	Congenital nonprogressive ataxia	Cerebellar atrophy	334.1	Spinocerebellar disease	10	4	Adults
HP:0001272	334.1	Hereditary spastic paraplegia	Cerebellar atrophy	334.1	Spinocerebellar disease	9	4	Adults
HP:0001272	334.9	Spinocerebellar disease, unspecified	Cerebellar atrophy	334.1	Spinocerebellar disease	9	4	Adults
HP:0001272	334	Spinocerebellar disease	Cerebellar atrophy	334.1	Spinocerebellar disease	9	4	Adults
HP:0001272	G11.1	X-linked recessive spinocerebellar ataxia	Cerebellar atrophy	334.1	Spinocerebellar disease	10	4	Adults
HP:0001272	334.2	Primary cerebellar degeneration	Cerebellar atrophy	334.1	Spinocerebellar disease	9	4	Adults
HP:0001272	334.0	Friedreich's ataxia	Cerebellar atrophy	334.1	Spinocerebellar disease	9	4	Adults
HP:0001272	G11.4	Hereditary spastic paraplegia	Cerebellar atrophy	334.1	Spinocerebellar disease	10	4	Adults
HP:0001272	G11.8	Other hereditary ataxias	Cerebellar atrophy	334.1	Spinocerebellar disease	10	4	Adults
HP:0001272	334.8	Other spinocerebellar diseases	Cerebellar atrophy	334.1	Spinocerebellar disease	9	4	Adults
HP:0001272	G32.81	Cerebellar ataxia in diseases classified elsewhere	Cerebellar atrophy	334.1	Spinocerebellar disease	10	4	Adults
HP:0001288	R26.8	Other abnormalities of gait and mobility	Gait disturbance	350.2	Abnormality of gait	10	4	Adults
HP:0001288	R26.8	Other abnormalities of gait and mobility	Gait disturbance	350.2	Abnormality of gait	10	4	Pediatric
HP:0001288	R26.89	Other abnormalities of gait and mobility	Gait disturbance	350.2	Abnormality of gait	10	4	Adults
HP:0001288	R26.89	Other abnormalities of gait and mobility	Gait disturbance	350.2	Abnormality of gait	10	4	Pediatric
HP:0001288	R26.1	Spastic gait	Gait disturbance	350.2	Abnormality of gait	10	4	Adults
HP:0001288	R26.1	Spastic gait	Gait disturbance	350.2	Abnormality of gait	10	4	Pediatric
HP:0001288	781.2	Abnormality of gait	Gait disturbance	350.2	Abnormality of gait	9	4	Adults
HP:0001288	781.2	Abnormality of gait	Gait disturbance	350.2	Abnormality of gait	9	4	Pediatric
HP:0001288	R26.81	Unsteadiness on feet	Gait disturbance	350.2	Abnormality of gait	10	4	Adults
HP:0001288	R26.81	Unsteadiness on feet	Gait disturbance	350.2	Abnormality of gait	10	4	Pediatric
HP:0001288	R26.0	Staggering gait	Gait disturbance	350.2	Abnormality of gait	10	4	Adults
HP:0001288	R26.0	Staggering gait	Gait disturbance	350.2	Abnormality of gait	10	4	Pediatric
HP:0001288	R26.9	Unspecified abnormalities of gait and mobility	Gait disturbance	350.2	Abnormality of gait	10	4	Adults
HP:0001288	R26.9	Unspecified abnormalities of gait and mobility	Gait disturbance	350.2	Abnormality of gait	10	4	Pediatric
HP:0001290	R27.0	Ataxia, unspecified	Generalized hypotonia	350.3	Lack of coordination	10	2	Pediatric
HP:0001290	R27.0	Ataxia, unspecified	Generalized hypotonia	350.3	Lack of coordination	10	1	Pediatric
HP:0001290	R27	Other lack of coordination	Generalized hypotonia	350.3	Lack of coordination	10	2	Pediatric
HP:0001290	R27	Other lack of coordination	Generalized hypotonia	350.3	Lack of coordination	10	1	Pediatric
HP:0001290	781.3	Lack of coordination	Generalized hypotonia	350.3	Lack of coordination	9	2	Pediatric
HP:0001290	781.3	Lack of coordination	Generalized hypotonia	350.3	Lack of coordination	9	1	Pediatric
HP:0001290	R27.8	Other lack of coordination	Generalized hypotonia	350.3	Lack of coordination	10	2	Pediatric
HP:0001290	R27.8	Other lack of coordination	Generalized hypotonia	350.3	Lack of coordination	10	1	Pediatric
HP:0001290	G24	dyskinesia	Generalized hypotonia	350.3	Lack of coordination	10	2	Pediatric
HP:0001290	G24	dyskinesia	Generalized hypotonia	350.3	Lack of coordination	10	1	Pediatric
HP:0001290	R27.9	Unspecified lack of coordination	Generalized hypotonia	350.3	Lack of coordination	10	2	Pediatric
HP:0001290	R27.9	Unspecified lack of coordination	Generalized hypotonia	350.3	Lack of coordination	10	1	Pediatric
HP:0001310	781.3	Lack of coordination	Dysmetria	350.3	Lack of coordination	9	4	Pediatric
HP:0001310	781.3	Lack of coordination	Dysmetria	350.3	Lack of coordination	9	4	Adults
HP:0001310	G24	dyskinesia	Dysmetria	350.3	Lack of coordination	10	4	Pediatric
HP:0001310	G24	dyskinesia	Dysmetria	350.3	Lack of coordination	10	4	Adults
HP:0001310	R27.9	Unspecified lack of coordination	Dysmetria	350.3	Lack of coordination	10	4	Pediatric
HP:0001310	R27.9	Unspecified lack of coordination	Dysmetria	350.3	Lack of coordination	10	4	Adults
HP:0001310	R27.8	Other lack of coordination	Dysmetria	350.3	Lack of coordination	10	4	Pediatric
HP:0001310	R27.8	Other lack of coordination	Dysmetria	350.3	Lack of coordination	10	4	Adults
HP:0001310	R27	Other lack of coordination	Dysmetria	350.3	Lack of coordination	10	4	Pediatric
HP:0001310	R27	Other lack of coordination	Dysmetria	350.3	Lack of coordination	10	4	Adults
HP:0001310	R27.0	Ataxia, unspecified	Dysmetria	350.3	Lack of coordination	10	4	Pediatric
HP:0001310	R27.0	Ataxia, unspecified	Dysmetria	350.3	Lack of coordination	10	4	Adults
HP:0001324	M62.81	Muscle weakness (generalized)	Muscle weakness	772.3	Muscle weakness	10	5	Adults
HP:0001324	728.87	Muscle weakness (generalized)	Muscle weakness	772.3	Muscle weakness	9	5	Adults
HP:0001344	F80.8	Other developmental disorders of speech and language	Absent speech	315.2	Speech and language disorder	10	2	Pediatric
HP:0001344	F80.0	Speech-sound disorder	Absent speech	315.2	Speech and language disorder	10	2	Pediatric
HP:0001344	315.39	Other developmental speech disorder	Absent speech	315.2	Speech and language disorder	9	2	Pediatric
HP:0001344	F80.4	Speech and language development delay due to hearing loss	Absent speech	315.2	Speech and language disorder	10	2	Pediatric
HP:0001344	V40.1	Mental and behavioral problems with communication [including speech]	Absent speech	315.2	Speech and language disorder	9	2	Pediatric
HP:0001344	315.3	Developmental speech or language disorder	Absent speech	315.2	Speech and language disorder	9	2	Pediatric
HP:0001344	F80.2	Mixed receptive-expressive language disorder	Absent speech	315.2	Speech and language disorder	10	2	Pediatric
HP:0001344	315.31	Expressive language disorder	Absent speech	315.2	Speech and language disorder	9	2	Pediatric
HP:0001344	F80	Specific developmental disorders of speech and language	Absent speech	315.2	Speech and language disorder	10	2	Pediatric
HP:0001344	315.32	Mixed receptive-expressive language disorder	Absent speech	315.2	Speech and language disorder	9	2	Pediatric
HP:0001344	F80.82	Social pragmatic communication disorder	Absent speech	315.2	Speech and language disorder	10	2	Pediatric
HP:0001344	315.34	Speech and language developmental delay due to hearing loss	Absent speech	315.2	Speech and language disorder	9	2	Pediatric
HP:0001344	315.09	Other specific developmental reading disorder	Absent speech	315.2	Speech and language disorder	9	2	Pediatric
HP:0001344	F80.81	Stuttering NOS	Absent speech	315.2	Speech and language disorder	10	2	Pediatric
HP:0001344	315.35	Childhood onset fluency disorder	Absent speech	315.2	Speech and language disorder	9	2	Pediatric
HP:0001344	F80.89	Other developmental disorders of speech and language	Absent speech	315.2	Speech and language disorder	10	2	Pediatric
HP:0001344	F80.9	Language disorder NOS	Absent speech	315.2	Speech and language disorder	10	2	Pediatric
HP:0001344	315.02	Developmental dyslexia	Absent speech	315.2	Speech and language disorder	9	2	Pediatric
HP:0001344	F80.1	Expressive language disorder	Absent speech	315.2	Speech and language disorder	10	2	Pediatric
HP:0001344	H93.25	Word deafness	Absent speech	315.2	Speech and language disorder	10	2	Pediatric
HP:0001508	R62.51	Failure to thrive (child)	Failure to thrive	264.2	Failure to thrive (childhood)	10	1	Pediatric
HP:0001508	783.41	Failure to thrive	Failure to thrive	264.2	Failure to thrive (childhood)	9	1	Pediatric
HP:0001763	734	Flat foot	Pes planus	735.1	Flat foot	9	3	Pediatric
HP:0001763	M21.4	Flat foot [pes planus] (acquired)	Pes planus	735.1	Flat foot	10	3	Pediatric
HP:0001763	M21.41	Flat foot [pes planus] (acquired), right foot	Pes planus	735.1	Flat foot	10	3	Pediatric
HP:0001763	M21.42	Flat foot [pes planus] (acquired), left foot	Pes planus	735.1	Flat foot	10	3	Pediatric
HP:0001763	734.0	Flat foot **	Pes planus	735.1	Flat foot	9	3	Pediatric
HP:0001763	M21.40	Flat foot [pes planus] (acquired), unspecified foot	Pes planus	735.1	Flat foot	10	3	Pediatric
HP:0001824	263	Other and unspecified protein-calorie malnutrition	Weight loss	260	Protein-calorie malnutrition	9	5	Adults
HP:0001824	263.0	Malnutrition of moderate degree	Weight loss	260	Protein-calorie malnutrition	9	5	Adults
HP:0001824	263.1	Malnutrition of mild degree	Weight loss	260	Protein-calorie malnutrition	9	5	Adults
HP:0001824	263.8	Other protein-calorie malnutrition	Weight loss	260	Protein-calorie malnutrition	9	5	Adults
HP:0001824	263.9	Unspecified protein-calorie malnutrition	Weight loss	260	Protein-calorie malnutrition	9	5	Adults
HP:0001824	R63.6	Underweight	Weight loss	260	Protein-calorie malnutrition	10	5	Adults
HP:0001824	E64.0	Sequelae of protein-calorie malnutrition	Weight loss	260	Protein-calorie malnutrition	10	5	Adults
HP:0001824	E44	Protein-calorie malnutrition of moderate and mild degree	Weight loss	260	Protein-calorie malnutrition	10	5	Adults
HP:0001824	783.2	Abnormal loss of weight and underweight	Weight loss	260	Protein-calorie malnutrition	9	5	Adults
HP:0001824	783.22	Underweight	Weight loss	260	Protein-calorie malnutrition	9	5	Adults
HP:0001824	V85.51	Body Mass Index, pediatric, less than 5th percentile for age	Weight loss	260	Protein-calorie malnutrition	9	5	Adults
HP:0001824	E44.0	Moderate protein-calorie malnutrition	Weight loss	260	Protein-calorie malnutrition	10	5	Adults
HP:0001824	V85.0	Body Mass Index less than 19, adult	Weight loss	260	Protein-calorie malnutrition	9	5	Adults
HP:0001824	E46	Unspecified protein-calorie malnutrition	Weight loss	260	Protein-calorie malnutrition	10	5	Adults
HP:0001824	E44.1	Mild protein-calorie malnutrition	Weight loss	260	Protein-calorie malnutrition	10	5	Adults
HP:0001824	Z68.51	Body mass index (BMI) pediatric, less than 5th percentile for age	Weight loss	260	Protein-calorie malnutrition	10	5	Adults
HP:0001824	Z68.1	Body mass index (BMI) 19.9 or less, adult	Weight loss	260	Protein-calorie malnutrition	10	5	Adults
HP:0001962	R00.2	Palpitations	Palpitations	427.9	Palpitations	10	3	Adults
HP:0001962	785.1	Palpitations	Palpitations	427.9	Palpitations	9	3	Adults
HP:0002015	R13.11	Dysphagia, oral phase	Dysphagia	532	Dysphagia	10	4	Adults
HP:0002015	R13.11	Dysphagia, oral phase	Dysphagia	532	Dysphagia	10	5	Adults
HP:0002015	R13.19	Other dysphagia	Dysphagia	532	Dysphagia	10	4	Adults
HP:0002015	R13.19	Other dysphagia	Dysphagia	532	Dysphagia	10	5	Adults
HP:0002015	R13.1	Dysphagia	Dysphagia	532	Dysphagia	10	4	Adults
HP:0002015	R13.1	Dysphagia	Dysphagia	532	Dysphagia	10	5	Adults
HP:0002015	R13.10	Dysphagia, unspecified	Dysphagia	532	Dysphagia	10	4	Adults
HP:0002015	R13.10	Dysphagia, unspecified	Dysphagia	532	Dysphagia	10	5	Adults
HP:0002015	R13.13	Dysphagia, pharyngeal phase	Dysphagia	532	Dysphagia	10	4	Adults
HP:0002015	R13.13	Dysphagia, pharyngeal phase	Dysphagia	532	Dysphagia	10	5	Adults
HP:0002015	R13.14	Dysphagia, pharyngoesophageal phase	Dysphagia	532	Dysphagia	10	4	Adults
HP:0002015	R13.14	Dysphagia, pharyngoesophageal phase	Dysphagia	532	Dysphagia	10	5	Adults
HP:0002015	787.24	Dysphagia, pharyngoesophageal phase	Dysphagia	532	Dysphagia	9	4	Adults
HP:0002015	787.24	Dysphagia, pharyngoesophageal phase	Dysphagia	532	Dysphagia	9	5	Adults
HP:0002015	R13.12	Dysphagia, oropharyngeal phase	Dysphagia	532	Dysphagia	10	4	Adults
